place,cat,target,imp,month,cart,ctr,pdp,clicks,tot_rev,spend,ros,isvt_rev,on_vt_rev,isct_rev,on_ct_rev,tot_ol_rev,tot_in_rev,vt_roas,ct_roas
App,Chairs,Browse,327578,April,133,5,3134,169,27821,3509,7,3676,24145,0,0,24145,3676,7472,0
App,Chairs,Intended,26693,January,30,9,1260,23,27860,358,63,6920,20940,200,1490,22430,7120,39059,5
App,Chairs,Browse,1449856,April,876,12,5425,1758,27863,23192,1,2207,25656,166,580,26236,2373,2235,0
App,Chairs,Browse,218494,November,209,23,4827,511,28101,3488,7,4403,23698,0,1360,25058,4403,3585,0
Desktop,Clothing ,Context,563507,June,1403,120,29931,6091,352873,4901,75,62384,290501,4558,17222,307712,66930,22476,16
App,Chairs,Browse,262919,November,142,7,3270,193,29036,2804,9,3361,25675,0,390,26064,3361,6431,0
Phone,Clothing ,Context,773317,June,2864,121,61908,8436,355309,11222,40,75354,279967,12157,38712,318667,87499,8507,17
Phone,Clothing ,Context,117131,November,1245,79,25233,795,362047,1842,197,66175,295884,10097,43348,339220,76260,11856,41
App,Chairs,Browse,256140,April,245,16,4899,420,31512,4059,7,3349,28163,200,559,28722,3549,2362,0
App,Chairs,Browse,15622,March,36,67,3555,105,31557,236,105,9726,21831,3100,3080,24911,12826,2270,26
App,Clothing ,Context,49516,May,585,37,17959,136,385236,930,361,76867,308381,12,11552,319921,76867,32921,25
App,Chairs,Browse,65693,May,343,7,6228,47,32256,852,33,3905,28352,0,190,28542,3905,16143,0
App,Chairs,Browse,1028206,February,1162,5,14387,562,32754,13226,2,1216,31538,0,160,31698,1216,5773,0
App,Chairs,Browse,81553,February,147,19,5110,157,33787,1321,23,4550,29236,0,646,29882,4550,2557,0
Desktop,Clothing ,Context,155504,February,578,19,15918,122,389382,1749,205,62471,326923,12,7644,334554,62471,26682,16
App,Chairs,Intended,195481,May,164,11,5592,216,34487,2997,10,5932,28555,800,0,28555,6732,4747,0
App,Chairs,Browse,86813,January,112,28,4806,240,34588,1396,17,10934,23653,3150,0,23653,14084,5946,2
App,Chairs,Browse,1629298,April,1072,5,9271,882,34683,18375,2,2340,32342,0,825,33167,2340,5823,0
Phone,Clothing ,Context,155442,October,751,156,13705,2250,417239,12,12,160580,256670,23098,13042,269701,183667,12,12
Phone,Clothing ,Context,153243,October,1099,35,25721,369,421898,12,12,175865,246044,12,12,246044,175865,12,12
App,Chairs,Intended,31700,June,89,5,1229,16,36326,383,88,2597,33728,0,0,33728,2597,19532,0
Desktop,Clothing ,Context,78615,November,649,104,8780,735,426234,12,12,85576,340670,402,12,340670,85966,12,12
App,Chairs,Browse,43992,March,55,12,2811,54,36803,517,55,8637,28166,0,0,28166,8637,3280,0
App,Chairs,Browse,1086382,March,1071,12,6824,1274,37450,17544,2,1567,35884,0,810,36693,1567,3855,0
App,Chairs,Intended,55175,January,88,18,3571,99,37812,868,25,16635,21176,1500,250,21426,18135,18625,2
App,Chairs,Browse,83519,January,110,11,2978,93,38136,1003,33,5365,32771,0,0,32771,5365,20219,0
Phone,Clothing ,Context,161382,June,1043,40,28086,456,426822,12,12,205107,221727,12,10621,232336,205107,12,12
Phone,Clothing ,Context,149661,November,1163,26,25440,216,430091,2690,140,98282,331821,4192,9759,341568,102462,14209,17
App,Computers Types,Context,142564,December,777,29,35491,417,325787,2661,91,89434,236353,2279,7087,243440,91714,29117,4
Phone,Clothing ,Context,559478,March,1046,54,16927,2381,438465,5708,54,203385,235092,12,2742,237822,203385,89,12
App,Chairs,Browse,64632,May,294,16,8075,103,39616,1002,32,8032,31583,0,0,31583,8032,24790,0
Phone,Clothing ,Context,542655,March,1131,37,38025,1362,448110,9327,49,122265,325857,8237,21315,347160,130490,5508,15
App,Computers Types,Context,4942724,December,1804,3,19507,1250,341197,57488,6,23238,317959,0,2883,320842,23238,11826,0
App,Chairs,Intended,78219,June,51,23,3466,177,41597,1260,23,13668,27930,0,1000,28930,13668,9301,1
App,Clothing ,Context,70991,February,568,50,18696,279,454463,1454,262,125529,328947,10052,31869,360803,135569,8463,41
Desktop,Clothing ,Context,129883,November,756,18,14133,84,456813,1485,275,71948,384876,3419,2687,387551,75355,38359,16
Desktop,Clothing ,Context,246729,May,1085,23,21229,273,464685,2733,175,38900,425797,12,17336,443121,38900,72952,18
App,Chairs,Intended,280824,March,62,9,2209,251,43348,4458,6,18860,24487,0,2350,26837,18860,4358,1
Phone,Clothing ,Context,92442,November,966,108,15292,897,476542,12,12,201012,275542,2625,5460,280990,203625,12,12
App,Chairs,Brand,159532,February,515,13,1805,206,45096,2651,16,4277,40819,60,629,41447,4337,1210,0
Phone,Clothing ,Context,156267,May,962,38,25197,411,476971,12,12,199674,277309,3312,12,277309,202974,12,12
App,Chairs,Browse,129124,March,58,16,2097,202,46386,1725,20,12822,33564,0,1525,35089,12822,5148,1
Phone,Clothing ,Context,131453,March,1393,36,37249,331,491392,2350,185,99867,391537,2047,12046,403571,101902,17816,18
App,Chairs,Browse,380642,May,428,14,7396,533,47450,5840,7,8424,39026,0,100,39126,8424,6351,0
Phone,Clothing ,Context,187188,November,980,40,28226,543,516522,12,12,251119,265414,402,12,265414,251509,12,12
App,Clothing ,Context,350747,January,1192,25,44871,460,521926,6861,76,93645,428293,1517,10014,438295,95150,49171,14
App,Computers Types,Brand,14083251,December,62693,20,587181,27484,12155978,190049,57,1743839,10412138,98952,460380,10872518,1842791,80008,3
App,Chairs,Intended,47443,June,202,19,3048,89,49731,731,55,10727,39004,1148,1148,40152,11875,1344,3
App,Chairs,Intended,101778,November,83,20,4999,202,50003,1615,20,17904,32099,0,280,32379,17904,8480,0
App,Clothing ,Context,44043,October,737,80,17731,313,528033,864,451,180903,347142,11977,26589,373719,192868,151913,57
App,Chairs,Browse,172761,March,82,11,2492,185,51172,2341,18,9347,41825,0,675,42500,9347,6753,0
App,Computers Types,Brand,11437076,December,45289,9,427659,9876,18582069,105868,164,1468949,17113120,49796,290439,17403559,1518745,216323,3
App,Computers Types,Browse,54869,December,12,17,20,37,12,815,12,12,12,12,12,12,12,12,12
App,Computers Types,Context,709899,December,5310,14,118215,1007,501137,11505,40,42108,459028,0,3499,462528,42108,61992,0
App,Computers Types,Context,202576,December,2556,13,90355,259,506816,3645,118,77659,429157,210,2195,431351,77869,35722,1
App,Chairs,Browse,57214,January,184,18,4685,104,53183,912,54,4757,48427,0,399,48826,4757,4078,0
Desktop,Clothing ,Context,138818,March,821,20,17843,123,561527,1425,363,79082,482457,12,13217,495662,79082,48950,21
Phone,Computers Types,Intended,16772,December,12,16,15,18,12,306,12,12,12,12,12,12,12,12,12
Desktop,Clothing ,Context,1381415,June,1644,33,20490,2854,581742,12935,49,132414,449340,1719,29371,478699,134121,5089,14
App,Chairs,Browse,116888,May,217,19,4905,219,53821,1828,26,6980,46841,0,624,47464,6980,3892,0
Desktop,Clothing ,Context,618330,March,933,21,28346,539,593523,7109,83,106352,487184,4207,16812,503984,110547,16019,15
App,Chairs,Intended,58472,May,57,6,2717,37,54653,731,59,11322,43331,0,0,43331,11322,88310,0
App,Chairs,Browse,186035,May,193,25,8025,474,54917,2946,15,16798,38119,2735,6725,44844,19533,7749,3
Phone,Clothing ,Context,141189,January,1813,99,41087,1237,600010,2180,272,85357,514665,3212,47910,562563,88557,16460,36
App,Chairs,Browse,85334,January,97,27,4237,234,56965,1391,30,19019,37946,400,3360,41306,19419,9819,3
App,Clothing ,Context,83720,January,828,38,24992,233,603580,1577,304,155613,447979,1862,9372,457338,157463,137164,19
App,Chairs,Browse,51123,March,106,31,4436,156,57570,795,48,20516,37055,1441,1000,38055,21956,2793,3
Desktop,Clothing ,Context,239161,January,1364,25,25469,324,616072,2792,227,46854,569231,2527,29311,598529,49369,61616,23
Desktop,Computers Types,Browse,10478,December,12,14,21,14,12,140,12,12,12,12,12,12,12,12,12
App,Computers Types,Browse,4779,December,12,20,13,16,12,82,12,12,12,12,12,12,12,12,12
App,Chairs,Intended,307853,April,70,11,3186,342,59792,4923,7,24878,34914,1450,1200,36114,26328,10814,1
Desktop,Clothing ,Context,280146,January,993,17,26238,157,664770,3295,185,103763,561020,8268,7812,568820,112019,53614,17
Desktop,Clothing ,Context,826128,February,1287,16,32242,324,667011,9134,80,65640,601383,772,15050,616422,66400,126275,14
App,Chairs,Browse,1220325,March,2656,7,21331,837,60655,14677,4,3364,57291,280,2130,59421,3644,9945,0
App,Chairs,Browse,132716,June,558,17,6798,221,60957,2103,25,9067,51890,0,900,52790,9067,5350,0
App,Clothing ,Context,85030,October,1053,53,28970,357,677448,1628,296,228805,448655,4998,10362,459005,233791,69423,21
App,Clothing ,Context,210756,February,973,40,37848,602,686517,4243,133,190334,496194,3912,14139,510321,194234,49720,16
App,Chairs,Brand,86981,November,332,8,1878,70,63443,1364,43,5398,58045,700,750,58795,6098,14374,1
Desktop,Clothing ,Context,233452,May,1251,21,24546,212,692104,2613,247,107916,584201,4012,26346,610535,111916,249024,24
App,Chairs,Brand,404867,March,3148,18,28026,711,64303,5082,12,3680,60624,40,1552,62175,3720,36829,0
Desktop,Clothing ,Context,981850,November,1588,49,23896,3614,692656,9009,73,171659,521009,8482,28769,549766,180129,3220,16
Phone,Clothing ,Context,134190,November,1762,36,42113,330,715773,12,12,216997,498788,1104,4056,502832,218089,12,12
Phone,Computers Types,Browse,4729,December,16,23,37,17,12,92,12,12,12,12,12,12,12,12,12
Desktop,Clothing ,Context,404916,October,1444,19,31746,286,747928,4481,148,151337,596603,1750,9451,606042,153075,135521,15
App,Computers Types,Intended,3066,December,12,15,12,13,12,57,12,12,12,12,12,12,12,12,12
Phone,Clothing ,Context,820944,February,2098,34,68879,1795,755921,13978,58,161837,594096,16462,52683,646767,178286,281987,17
Phone,Clothing ,Context,203250,May,1993,29,41194,359,775547,3276,204,159911,615649,7823,11550,627186,167722,183123,18
App,Clothing ,Context,109172,November,821,57,24673,506,784117,2253,270,247765,536365,16562,40728,577081,264315,10263,38
App,Computers Types,Intended,2748,December,12,12,12,12,12,52,12,12,12,12,12,12,12,12,12
App,Chairs,Browse,75861,May,170,23,4564,173,68751,994,61,16515,52236,4880,8018,60254,21395,37020,13
App,Chairs,Browse,134828,November,123,11,4223,149,69117,1847,31,13920,55197,800,2250,57447,14720,55501,2
App,Chairs,Brand,1177388,April,499,13,8408,1570,69850,18228,3,22492,47358,0,0,47358,22492,2826,0
Desktop,Clothing ,Context,252062,January,1386,19,27180,200,791835,2799,267,89169,702678,12,8746,711412,89169,134388,15
App,Computers Types,Intended,1255,December,12,12,12,12,12,30,12,12,12,12,12,12,12,12,12
Phone,Clothing ,Context,394588,November,2361,24,63517,486,802848,7056,105,169783,633077,4062,24700,657765,173833,9181,16
App,Chairs,Browse,147191,June,383,9,5067,132,71724,1559,44,5125,66599,0,1780,68379,5125,9921,1
App,Chairs,Browse,41825,January,198,15,4365,62,72069,572,119,5290,66779,0,1329,68107,5290,11435,2
App,Clothing ,Context,79266,March,1016,47,29385,289,823573,1621,410,243501,580084,19524,60016,640087,263013,13469,61
Desktop,Clothing ,Context,402586,November,1716,18,37206,252,834441,4744,171,91341,743112,12,8962,752062,91341,26677,14
Phone,Clothing ,Context,214373,October,1561,35,38932,515,835498,3471,197,206740,628770,34554,12104,640862,241282,83476,25
App,Computers Types,Browse,1112,December,12,12,13,12,12,28,12,12,12,12,12,12,12,12,12
App,Clothing ,Context,145511,January,1559,47,45390,526,841871,2780,226,272248,569634,3723,21736,591358,275959,1124437,21
App,Chairs,Browse,123681,June,167,18,4534,222,77580,1729,39,15455,62125,2950,5250,67375,18405,10455,5
App,Chairs,Browse,124469,January,289,28,10017,350,77711,1964,28,25207,52505,3160,2445,54949,28367,12081,3
App,Clothing ,Context,168259,November,1231,47,40731,607,890756,3474,213,249982,640787,17474,54718,695493,267444,7407,33
App,Clothing ,Context,530568,May,1902,25,73217,689,894322,10016,87,165422,728912,11551,20287,749187,176961,200862,15
App,Computers Types,Browse,289,December,12,12,13,12,12,17,12,12,12,12,12,12,12,12,12
Phone,Clothing ,Context,1057411,January,2768,29,128162,1800,895085,19454,52,205075,690021,35672,94094,784103,240735,10701,19
App,Computers Types,Context,410708,December,2822,31,51088,1284,641531,4107,123,149126,492405,300,13047,505452,149426,11339,3
Phone,Clothing ,Context,294777,January,2595,35,54284,682,914605,4780,178,151952,762664,1445,27527,790179,153386,124663,18
App,Chairs,Browse,135363,May,170,29,7293,388,82671,2090,32,19165,63506,300,4389,67895,19465,13756,2
App,Clothing ,Context,373046,January,1313,44,68772,1211,915087,7764,113,211920,703179,14412,78150,781317,226320,7902,24
App,Chairs,Browse,155125,May,201,10,6219,161,84941,1787,41,11814,73127,0,200,73327,11814,45233,0
App,Clothing ,Context,170265,March,1151,43,42969,541,921294,3429,206,276435,644872,6642,16361,661220,283064,9228,19
App,Chairs,Brand,1314789,January,647,5,9083,638,85767,20542,4,9964,75803,0,299,76102,9964,9343,0
Desktop,Clothing ,Context,1146638,January,1618,16,60050,482,944585,14557,71,108586,836012,12,24945,860945,108586,18241,14
App,Chairs,Brand,22658,January,308,627,19684,1421,86476,0,0,5341,81135,5903,67245,148380,11245,0,0
Phone,Clothing ,Context,426556,January,2499,22,71917,454,956777,7634,116,193197,763592,4916,30362,793942,198101,24894,17
Phone,Clothing ,Context,1946957,June,3257,40,50947,5430,975009,27348,37,320091,654931,10934,32948,687867,331012,2538,14
App,Chairs,Intended,23143,February,36,35,5248,82,87263,371,158,28894,58370,0,325,58695,28894,14719,1
Desktop,Clothing ,Context,172277,October,1151,21,25013,169,986326,1808,458,193077,793261,5950,7134,800383,199015,680689,19
App,Clothing ,Context,113146,May,1243,47,36672,407,988300,2082,399,256234,732078,38278,69421,801487,294500,117011,64
App,Clothing ,Context,197838,January,1267,57,47235,897,1006756,4085,216,272699,734069,19594,97658,831715,292280,15335,41
Desktop,Clothing ,Context,963773,January,2771,33,39097,2005,1052678,9966,101,169630,883060,3455,7081,890129,173073,144197,13
App,Chairs,Brand,1935416,June,704,10,11520,1846,90197,30351,3,10755,79441,2373,5715,85156,13128,3692,0
App,Chairs,Intended,174452,May,195,13,8567,226,92696,2716,22,33465,59230,0,0,59230,33465,19506,0
Phone,Clothing ,Context,466164,October,3138,40,101247,1334,1094793,7456,126,280085,814720,22312,30840,845548,302385,90775,19
App,Computers Types,Context,425546,December,6036,11,81622,478,663757,4730,140,15459,648297,0,12141,660438,15459,157365,3
App,Chairs,Brand,66013,November,994,5,4144,36,93923,865,104,3774,90149,0,136,90285,3774,21038,0
Desktop,Clothing ,Context,654417,January,3510,19,66322,485,1101569,7324,150,121966,979614,5712,30807,1010409,127666,252553,17
Phone,Clothing ,Context,977670,November,2215,63,41752,5033,1111013,10154,80,438742,672283,10353,15686,687957,449082,1553,15
Phone,Computers Types,Browse,45,December,12,12,12,12,12,13,12,12,12,12,12,12,12,12,12
App,Computers Types,Context,870584,December,3779,13,117400,1119,736749,17083,36,150387,586361,2805,24441,610803,153192,38205,2
App,Computers Types,Context,405935,December,11310,25,172033,1003,800519,6491,118,47050,753469,0,10118,763587,47050,121991,2
Desktop,Computers Types,Browse,8712,December,19,19,55,18,57,123,12,12,57,12,12,57,12,18,12
App,Chairs,Brand,1762045,November,610,11,10966,1880,96883,27634,3,18604,78279,0,4524,82803,18604,2889,0
App,Chairs,Brand,290869,January,181,9,21912,262,96959,6167,13,17111,79849,399,948,80797,17510,1419,0
Phone,Clothing ,Context,1316809,January,5703,47,82744,4557,1385011,17565,75,314028,1070995,4854,33330,1104313,318870,70860,14
Desktop,Clothing ,Context,848462,May,4340,19,81641,577,1611118,9560,166,148143,1462987,1444,11848,1474823,149575,722397,13
App,Chairs,Browse,113621,February,135,10,7773,115,98962,1425,63,10416,88546,0,1500,90046,10416,19592,1
Phone,Clothing ,Context,776465,January,7020,36,161996,1853,1772580,12352,131,345086,1427505,14005,41718,1469211,359080,159776,17
App,Chairs,Brand,2013863,May,994,6,12213,1207,102423,31091,3,12431,89993,0,1228,91221,12431,4470,0
Desktop,Computers Types,Intended,32672,December,15,14,24,20,65,444,12,12,65,12,12,65,12,14,12
Phone,Clothing ,Context,522293,May,8387,28,185630,862,1850479,8172,206,298571,1551920,2107,27485,1579392,300666,265764,16
App,Chairs,Brand,1037431,January,516,4,8558,452,103961,11472,8,8349,95612,0,1587,97199,8349,5752,0
App,Chairs,Browse,131898,March,206,25,5744,333,104013,2095,38,25948,78066,167,1550,79616,26114,5980,1
App,Chairs,Browse,78033,May,265,13,5370,99,104166,1026,96,8474,95693,0,3252,98945,8474,14743,3
App,Chairs,Intended,124098,January,417,8,5860,105,104181,1896,42,25521,78660,0,61,78721,25521,939,0
App,Computers Types,Context,452696,December,1339,11,40088,510,853722,5084,156,72462,781260,8729,13661,794921,81191,379824,4
Desktop,Clothing ,Context,1379548,May,4550,30,62429,2512,1935467,14861,127,251429,1684050,5826,28896,1712934,257244,440518,14
Phone,Clothing ,Context,1841407,May,7625,42,122918,5584,2099994,23988,80,504198,1595808,10210,36144,1631940,514396,142958,14
App,Clothing ,Context,260167,May,4178,34,115633,592,2222538,4837,366,559591,1662960,15618,44105,1707052,575197,428737,24
App,Computers Types,Context,221832,December,7371,11,187358,236,867899,4118,187,100308,767591,1996,4032,771623,102304,120948,1
Phone,Computers Types,Intended,21628,December,12,24,19,37,152,357,12,152,12,12,12,12,152,393,12
App,Chairs,Context,20666,January,1,6,4,12,0,463,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,190331,January,353,11,8830,211,111804,2033,46,20138,91666,960,1850,93516,21098,28534,1
App,Chairs,Brand,1572013,June,672,7,11758,1074,112594,17125,5,20479,92114,0,1778,93892,20479,34672,0
App,Chairs,Context,17318,November,2,0,4,0,0,203,0,0,0,0,0,0,0,0,0
App,Computers Types,Context,246984,December,1875,17,79892,419,1076843,4460,169,328743,748100,800,4000,752100,329543,66965,1
App,Chairs,Browse,167257,April,172,18,5765,302,116417,2220,44,24464,91954,0,4626,96580,24464,28473,2
App,Chairs,Brand,1015795,April,1321,10,18731,1057,116617,11263,10,12549,104067,0,9537,113605,12549,19758,1
App,Chairs,Brand,671227,May,322,10,23079,672,117096,14033,7,29333,87763,449,4587,92350,29782,2975,0
App,Chairs,Context,14139,April,0,11,0,15,0,0,0,0,0,0,0,0,0,0,0
Desktop,Computers Types,Browse,5058,December,12,14,48,13,292,71,17,12,292,12,12,292,12,55,12
App,Chairs,Context,9346,May,0,0,4,0,0,132,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,254649,May,556,24,16349,617,119010,3946,25,31602,87409,2970,10322,97731,34572,14530,3
App,Chairs,Browse,156232,February,371,17,11395,263,119100,2504,44,13489,105610,0,4420,110030,13489,6728,2
App,Chairs,Brand,339270,April,177,38,20946,1296,119235,6887,12,43620,75615,5070,8792,84407,48690,6612,2
App,Chairs,Browse,167893,March,173,27,6015,458,119388,2670,34,34907,84481,1719,7030,91511,36626,5748,3
App,Chairs,Context,6948,March,0,12,2,8,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Context,5382,March,0,4,3,2,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Brand,1394432,November,547,9,12282,1194,122855,15295,7,16423,106432,0,3596,110028,16423,9942,0
App,Chairs,Browse,519934,June,223,11,7699,588,124338,5579,21,13648,110690,0,7273,117964,13648,12243,1
App,Chairs,Context,2336,May,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0
App,Chairs,Context,870,January,86,0,1,0,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,92348,February,100,13,7648,124,126735,1112,107,15346,111390,1200,8060,119450,16546,14687,8
App,Chairs,Context,798,January,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0
App,Chairs,Context,736,June,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0
App,Chairs,Context,618,January,0,65,0,4,0,11,0,0,0,0,0,0,0,0,0
App,Chairs,Context,422,November,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0
App,Computers Types,Context,647089,December,3098,24,80416,1577,1119752,10017,105,104285,1015467,4160,35262,1050729,108445,69077,4
App,Chairs,Brand,655684,June,246,28,24638,1828,130705,13593,8,34696,96010,0,8151,104161,34696,5323,1
App,Chairs,Browse,262526,April,279,29,11062,749,131494,4189,24,38307,93188,2300,7980,101168,40606,18459,2
App,Chairs,Browse,451795,November,201,12,8475,526,133104,4581,28,17709,115394,0,13244,128638,17709,13783,3
App,Chairs,Brand,640789,November,204,33,29003,2098,133703,13281,9,29403,104300,624,12138,116438,30027,3191,1
App,Chairs,Context,378,June,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
App,Chairs,Context,264,January,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,654180,June,231,7,8889,487,136406,7047,17,23078,113328,3275,7675,121003,26353,29094,2
Phone,Computers Types,Browse,297,December,16,12,43,12,384,17,87,12,384,12,12,384,12,8115,12
App,Chairs,Context,154,June,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,481676,June,245,22,9261,1043,141992,7648,15,29278,112713,8642,3764,116477,37920,6715,2
App,Chairs,Browse,511665,November,229,22,11661,1118,142846,8159,16,19344,123502,0,7191,130693,19344,6377,1
Phone,Computers Types,Intended,3102,December,74,25,105,16,423,60,21,12,423,12,12,423,12,1522,12
App,Chairs,Context,131,May,42,0,2,0,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,54172,February,194,44,12521,239,144581,875,134,35314,109267,3300,8100,117367,38614,10138,13
App,Chairs,Context,31,January,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Context,17,January,0,588,2,1,0,0,0,0,0,0,0,0,0,0,0
App,Chairs,Browse,176626,November,369,34,15181,594,149246,2803,44,34009,115237,2800,7460,122697,36809,14448,4
App,Chairs,Context,4,November,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
App,Computers Types,Context,272691,December,1552,299,18950,8166,1195459,0,0,299354,896105,28046,32847,928952,327400,0,0
App,Chairs,Context,322,June,6,0,12,0,15,6,3,0,15,0,0,15,0,300,0
App,Chairs,Context,1129,January,7,89,67,10,19,24,1,0,19,0,5,24,0,12,0
App,Chairs,Context,2921,June,1,7,5,2,41,36,1,1,40,0,0,40,1,59,0
App,Chairs,Context,13314,November,6,23,46,30,43,183,0,0,43,0,0,43,0,12,0
App,Chairs,Context,2220,November,563,0,13,0,50,0,0,0,50,0,0,50,0,0,0
App,Chairs,Context,454,May,7,154,141,7,69,9,8,0,69,0,0,69,0,102,0
App,Chairs,Context,386,May,1,26,35,1,75,7,7,26,48,0,0,48,26,52,0
App,Chairs,Browse,61522,February,189,38,12075,234,157988,998,122,45470,112518,1200,8800,121318,46670,32333,10
App,Chairs,Browse,520846,April,213,9,8729,451,158578,5473,23,33268,125310,1300,1250,126560,34568,32163,0
App,Chairs,Browse,355592,April,182,6,5592,231,158831,3690,38,21047,137784,599,2396,140180,21646,20284,1
App,Chairs,Context,10388,January,1,3,56,3,80,192,0,0,80,0,0,80,0,6,0
Phone,Computers Types,Browse,92144,December,12,19,25,81,455,1454,12,12,455,12,12,455,12,134,12
App,Chairs,Browse,168308,June,291,33,13044,553,160390,2659,45,44545,115845,2460,5125,120970,47005,16832,3
App,Chairs,Brand,2098933,May,1147,6,14945,1190,162490,23722,6,14497,147992,240,2356,150349,14737,13153,0
App,Chairs,Context,70660,November,4,6,10,40,90,1120,0,0,90,0,0,90,0,5,0
App,Chairs,Context,5612,May,3,12,25,7,100,115,1,0,100,0,0,100,0,34,0
App,Chairs,Context,5730,June,3,10,47,6,120,83,1,0,120,0,0,120,0,438,0
App,Chairs,Browse,752712,November,317,7,12875,508,167639,8064,17,32892,134747,0,1130,135877,32892,37465,0
App,Chairs,Context,7494,May,887,5,2,4,133,0,0,0,133,0,0,133,0,0,0
App,Chairs,Browse,386952,April,231,24,8194,915,169028,6211,25,31400,137628,0,16334,153962,31400,7050,3
App,Chairs,Context,31141,January,13,11,226,33,150,640,0,150,0,0,0,0,150,3,0
App,Chairs,Browse,327833,November,382,23,21078,769,170339,5210,25,45940,124399,4100,6265,130664,50040,24066,2
App,Chairs,Browse,210075,November,822,27,24338,561,172570,3387,41,35340,137230,0,3000,140230,35340,20886,1
App,Chairs,Context,5880,January,1,20,20,12,168,125,1,0,168,0,0,168,0,34,0
App,Chairs,Browse,154200,April,325,41,11533,628,174386,2449,50,61764,112622,6403,10176,122798,68167,21091,7
App,Chairs,Browse,273644,May,650,14,16182,388,176424,3172,51,20710,155713,4200,6699,162412,24910,41502,3
App,Chairs,Context,22872,April,2052,4,24,10,188,0,0,0,188,0,0,188,0,0,0
App,Chairs,Context,24622,November,8,27,71,66,189,370,1,0,189,0,0,189,0,18,0
App,Chairs,Context,1991,February,1,65,115,13,192,35,5,24,169,0,0,169,24,35,0
App,Chairs,Context,1700,January,3,24,216,4,195,35,6,0,195,0,0,195,0,93,0
App,Chairs,Context,12858,April,1678,8,17,10,250,0,0,0,250,0,0,250,0,0,0
App,Chairs,Context,12558,November,1755,2,7,2,260,0,0,0,260,0,0,260,0,0,0
App,Chairs,Context,1769,February,1,40,102,7,274,21,12,33,241,0,0,241,33,74,0
App,Chairs,Context,255036,January,6,6,142,162,275,4081,0,0,275,0,0,275,0,30,0
App,Computers Types,Context,2131064,December,8779,5,185240,1106,1280397,22983,53,59938,1220459,356,6623,1227082,60294,151863,0
App,Chairs,Browse,200073,June,757,25,22759,506,190906,3219,48,42908,147998,3219,5365,153363,46127,25627,3
App,Chairs,Context,421,February,0,95,36,4,364,9,19,182,182,0,0,182,182,95,0
App,Chairs,Context,6761,May,23,16,404,11,383,73,5,47,335,0,0,335,47,473,0
App,Chairs,Context,88861,January,5,3,69,26,437,1004,0,80,357,0,0,357,80,1282,0
App,Chairs,Context,7956,May,44,40,961,32,445,115,3,94,351,0,38,389,94,119,0
App,Chairs,Context,806,November,12,25,350,2,494,15,30,50,444,0,0,444,50,1169,0
App,Chairs,Context,17169,May,4,1,62,2,650,181,4,0,650,0,0,650,0,478,0
App,Chairs,Context,3,November,5,0,33,0,650,0,0,650,0,0,0,0,650,0,0
App,Chairs,Browse,310166,June,366,26,23133,798,212175,4907,34,60204,151971,9567,14586,166558,69771,26745,5
App,Chairs,Context,11794,May,1,3,211,4,705,207,3,149,556,0,0,556,149,121,0
App,Computers Types,Context,280705,December,2712,10,114888,278,1285023,0,0,508352,776671,3390,570,777241,511742,0,0
App,Chairs,Context,11220,June,1326,4,15,4,917,0,0,0,917,0,0,917,0,0,0
App,Chairs,Context,11346,January,64,37,861,42,1047,119,9,8,1040,0,15,1055,8,459,0
App,Chairs,Context,843,May,11,71,293,6,1077,17,61,24,1053,0,0,1053,24,2703,0
App,Chairs,Intended,168336,January,485,2,7682,29,227742,1015,194,31087,196654,0,0,196654,31087,4719,0
App,Chairs,Context,4770,October,24,44,335,21,1237,0,0,0,1237,0,0,1237,0,0,0
App,Chairs,Context,4366,November,71,27,990,12,1273,60,20,86,1188,90,0,1188,176,1407,1
App,Chairs,Context,1012313,April,12,2,201,253,1762,10777,0,111,1651,0,50,1701,111,37,0
Desktop,Computers Types,Intended,1483,December,23,19,28,13,658,32,34,212,458,12,12,458,212,16383,12
App,Chairs,Browse,833052,June,588,9,17630,771,236063,9116,22,48588,187475,2475,8865,196340,51063,45677,1
App,Chairs,Context,21774,January,177,120,2498,262,1984,353,5,185,1799,20,115,1914,205,240,0
App,Chairs,Browse,859285,November,658,8,20939,723,242822,9631,22,35764,207057,1467,2867,209924,37231,87004,0
Desktop,Computers Types,Intended,11402,December,21,15,25,15,705,173,14,329,388,12,12,388,329,532,12
App,Chairs,Context,15230,January,72,33,1770,51,2197,282,7,115,2082,0,0,2082,115,665,0
