place,cat,target,imp,month,cart,ctr,pdp,clicks,tot_rev,spend,ros,isvt_rev,on_vt_rev,isct_rev,on_ct_rev,tot_ol_rev,tot_in_rev,vt_roas,ct_roas
Phone,Gaming ,Intended,2902,September,12,33,70,18,12,59,12,12,12,12,12,12,12,12,12
Phone,Gaming ,Browse,2514,June,114,12,26,12,12,12,12,12,12,12,12,12,12,12,12
App,Gaming ,Intended,760,August,12,12,12,12,12,23,12,12,12,12,12,12,12,12,12
Phone,Gaming ,Browse,484,September,26,54,17,14,12,12,12,12,12,12,12,12,12,12,12
App,Gaming ,Intended,127334,August,14,15,60,44,37,1854,12,12,37,12,12,37,12,12,12
Desktop,Gaming ,Intended,42439,August,12,14,18,20,87,544,12,12,87,12,12,87,12,7545,12
Phone,Gaming ,Browse,102,September,13,12,17,12,112,12,12,12,112,12,12,112,12,12,12
Phone,Gaming ,Browse,2264,August,108,39,33,18,112,12,12,12,112,12,12,112,12,12,12
App,Gaming ,Context,193642,October,49,8,2754,147,12141,4010,2,5969,6172,0,1236,7408,5969,327,0
Desktop,Gaming ,Browse,6822,September,407,12,27,12,212,12,12,12,212,12,12,212,12,12,12
Desktop,Gaming ,Intended,25874,April,14,18,35,27,279,275,13,124,168,12,12,168,124,83,12
Phone,Gaming ,Context,117746,April,16785,12,525,142,15360,0,0,1930,13430,0,0,13430,1930,0,0
Phone,Gaming ,Browse,60498,April,543,17,42,42,362,12,12,12,362,12,12,362,12,12,12
Desktop,Gaming ,Browse,55073,August,2416,14,120,24,376,12,12,76,312,12,12,312,76,12,12
App,Gaming ,Context,78889,October,79,7,5056,59,17271,1405,7,6819,10452,0,0,10452,6819,961,0
Phone,Gaming ,Intended,66172,August,14,24,42,90,390,1078,13,12,390,12,390,768,12,24,12
Phone,Gaming ,Intended,18906,April,12,32,77,50,601,320,13,342,271,12,12,271,342,122,12
Desktop,Gaming ,Browse,42348,March,20,16,228,30,642,12,12,112,542,12,12,542,112,12,12
App,Gaming ,Context,45204,September,399,74,5367,335,31881,678,46,4589,27291,575,3647,30938,5164,720,6
Desktop,Gaming ,Context,4302,March,148,98,3882,42,34519,0,0,11021,23498,0,0,23498,11021,0,0
Desktop,Gaming ,Intended,53549,August,12,13,44,15,1123,696,13,271,864,12,12,864,271,23384,12
Desktop,Gaming ,Browse,58992,October,3073,15,142,30,1390,12,12,12,1390,12,12,1390,12,12,12
Desktop,Gaming ,Context,461537,March,127,8,3424,388,37201,2868,9,13920,23281,0,1165,24446,13920,374,0
Desktop,Gaming ,Intended,55205,June,15,16,117,32,1658,660,15,77,1593,12,262,1843,77,618,12
App,Gaming ,Context,704533,November,129,4,7187,292,37677,14447,2,14720,22957,0,0,22957,14720,180,0
Desktop,Gaming ,Browse,227,September,18,59,45,13,1848,12,12,20,1840,12,12,1840,20,12,12
Phone,Gaming ,Intended,24814,October,14,28,204,52,1859,401,15,724,1147,12,12,1147,724,332,12
Desktop,Gaming ,Browse,58676,June,1814,16,131,38,1935,12,12,12,1935,12,12,1935,12,12,12
Phone,Scents ,Brand,50984,July,29,14,310,72,2002,850,2,40,1962,0,0,1962,40,474,0
Desktop,Scents ,Context,11931,July,1,9,12,11,0,138,0,0,0,0,0,0,0,0,0
Desktop,Scents ,Context,10862,July,0,6,41,6,0,118,0,0,0,0,0,0,0,0,0
Desktop,Scents ,Context,7466,July,1,4,53,3,0,90,0,0,0,0,0,0,0,0,0
Phone,Gaming ,Browse,34224,March,12,17,28,28,2562,12,12,212,2362,12,12,2362,212,12,12
Desktop,Gaming ,Intended,32506,October,15,14,108,20,2775,322,18,1065,1722,12,12,1722,1065,4568,12
Desktop,Gaming ,Context,163849,August,459,14,8473,227,51554,1928,27,3355,48199,103,3455,51654,3458,15462,2
Phone,Gaming ,Intended,38853,June,23,22,357,52,2951,625,15,958,2005,12,12,2005,958,810,12
App,Gaming ,Context,337341,August,258,16,11635,546,61241,6157,8,13935,47306,1030,4728,52034,14965,10404,1
App,Gaming ,Context,1073641,August,1079,17,8325,1843,87118,17036,5,8225,78893,367,9346,88239,8592,1355,1
Phone,Gaming ,Context,319482,August,1533,25,20495,804,106512,4908,20,12121,94391,465,5914,100305,12586,5418,1
Phone,Gaming ,Context,19038,March,623,132,11615,252,118591,0,0,28773,89818,0,1707,91525,28773,0,0
App,Gaming ,Context,56649,September,543,79,20490,445,123126,900,107,33429,89697,3108,6756,96454,36537,5611,11
Desktop,Gaming ,Brand,40975,April,23,16,135,27,4518,537,20,235,4295,12,112,4395,235,9977,12
Desktop,Gaming ,Context,11853,February,421,124,10750,147,142683,0,0,31320,111362,0,807,112169,31320,0,0
Desktop,Gaming ,Browse,123406,April,1676,16,164,64,5186,12,12,32,5166,12,12,5166,32,12,12
App,Gaming ,Context,45514,August,502,75,21388,342,144079,801,168,21127,122952,631,11312,134264,21758,8192,15
App,Gaming ,Context,39642,April,726,26,20478,105,156909,740,181,24464,132445,0,1310,133755,24464,4835,2
Phone,Gaming ,Context,22149,February,787,133,11972,294,171935,0,0,46849,125086,1197,1587,126673,48046,0,0
Desktop,Gaming ,Context,13221,January,782,88,16847,117,176309,0,0,33976,142332,597,0,142332,34573,0,0
Phone,Gaming ,Context,29665,September,741,103,13571,306,197509,0,0,58861,138648,600,0,138648,59461,0,0
Desktop,Scents ,Brand,1575,July,4,0,83,0,2330,0,0,528,1802,0,0,1802,528,0,0
Phone,Gaming ,Context,19701,January,839,122,14994,240,209195,0,0,57202,151993,0,747,152740,57202,0,0
Phone,Scents ,Brand,82477,July,34,13,443,105,2587,1303,2,277,2310,0,0,2310,277,867,0
Desktop,Gaming ,Context,130204,April,1193,21,28028,278,215245,1255,160,16407,198839,0,1616,200454,16407,5431,1
Phone,Gaming ,Brand,46250,April,49,30,297,93,13443,778,28,1712,11742,12,472,12202,1712,1143,13
Phone,Gaming ,Context,216608,April,2148,49,55502,1058,231606,3218,65,27298,204308,500,4689,208997,27798,1957,2
Phone,Gaming ,Brand,83125,October,85,27,704,135,17231,1343,25,1601,15642,208,1593,17223,1797,1620,13
Desktop,Gaming ,Context,336386,February,591,13,17753,449,234710,3244,56,55043,179667,0,1638,181305,55043,1136,1
Desktop,Gaming ,Brand,51023,September,191,24,1767,72,17793,612,40,1592,16212,292,852,17052,1872,5188,14
App,Scents ,Context,691,July,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0
Desktop,Gaming ,Brand,83429,October,39,17,277,53,19843,1098,30,630,19225,112,767,19980,730,9588,13
Phone,Scents ,Brand,87639,July,45,11,332,100,3079,1384,2,40,3039,0,0,3039,40,128,0
App,Gaming ,Brand,35333,September,434,97,3134,312,29131,750,51,3021,26122,1036,2326,28436,4045,955,17
Desktop,Gaming ,Brand,222707,August,289,23,2543,248,29578,2516,23,2105,27486,12,827,28301,2105,10134,12
Phone,Gaming ,Context,38778,October,847,103,18540,399,275451,0,0,49625,225826,0,1884,227710,49625,0,0
Desktop,Gaming ,Context,297969,September,1683,17,39887,497,294873,1728,165,17043,277830,460,7622,285452,17502,5473,5
App,Gaming ,Brand,351464,August,453,28,3433,585,35969,5325,19,3914,32066,640,3103,35157,4542,1249,13
Desktop,Gaming ,Context,321304,January,935,15,25659,495,295286,3213,72,69180,226106,1197,5472,231577,70377,1256,2
App,Gaming ,Context,51268,October,1196,28,32892,145,300227,922,282,45306,254921,1950,5390,260311,47256,12853,8
Phone,Scents ,Context,494,July,0,20,1,1,0,8,0,0,0,0,0,0,0,0,0
Desktop,Gaming ,Context,215668,April,1945,27,36358,592,323462,2012,150,36893,286569,837,14863,301432,37730,7911,8
Desktop,Gaming ,Browse,195692,August,339,19,3308,151,41137,1912,33,2075,39074,12,1102,40164,2075,11646,13
Phone,Gaming ,Brand,96879,September,503,24,3996,133,42651,1513,37,6302,36360,12,1272,37620,6302,19768,13
Desktop,Scents ,Brand,12080,July,21,10,131,12,3474,163,17,760,2714,0,0,2714,760,29560,0
Desktop,Gaming ,Browse,235791,September,369,20,3806,194,46193,2663,28,3688,42517,12,712,43216,3688,4107,12
Phone,Gaming ,Browse,194146,September,769,32,5803,409,49110,3395,26,4274,44848,12,1061,45897,4274,3151,12
Desktop,Gaming ,Context,21717,October,1039,106,25391,231,356212,0,0,61347,294866,1287,3864,298730,62634,0,0
App,Gaming ,Brand,51529,September,224,80,8128,362,49739,1085,50,15921,33830,3269,6494,40312,19178,3232,21
App,Gaming ,Context,113705,June,1389,23,40887,265,369026,2075,152,58573,310453,647,4356,314809,59220,20297,2
Desktop,Gaming ,Brand,80985,June,166,17,1212,53,52626,820,74,2613,50026,342,182,50196,2943,13923,13
Phone,Gaming ,Context,40590,November,1883,102,29849,414,378107,0,0,50108,327999,0,5244,333243,50108,0,0
Phone,Gaming ,Brand,67676,June,322,27,2174,115,62207,1072,67,5257,56962,12,1167,58116,5257,17243,13
Phone,Gaming ,Brand,723465,August,1057,22,6885,741,65355,10926,18,5837,59530,322,3225,62743,6147,4511,12
Desktop,Gaming ,Brand,49141,April,381,28,2818,89,66595,596,119,4089,62518,12,292,62798,4089,9608,12
Phone,Gaming ,Context,455724,March,2077,35,45824,1582,386898,4404,61,120793,266105,257,1621,267726,121050,2404,0
Phone,Gaming ,Browse,194320,August,1401,33,10217,424,89431,3095,40,6943,82500,322,3087,85575,7253,6093,13
App,Gaming ,Brand,23860,April,464,93,12902,206,95850,527,159,22782,73080,542,2696,75764,23312,3590,18
Phone,Gaming ,Context,301560,February,1811,30,40652,918,388542,3702,71,127943,260598,432,2574,263172,128375,3729,1
Desktop,Gaming ,Brand,81611,October,674,25,5149,117,109253,828,136,9112,100153,107,835,100976,9207,13278,13
Phone,Gaming ,Brand,136746,April,1179,46,8721,473,112750,2162,61,9705,103057,192,1224,104269,9885,2346,13
Phone,Gaming ,Context,48589,August,1265,127,23796,618,393196,0,0,105724,287472,0,5094,292566,105724,0,0
Phone,Gaming ,Context,263130,April,2931,40,64659,1056,399556,3509,97,67885,331671,359,7664,339335,68244,4003,2
App,Gaming ,Brand,40788,August,552,179,16149,692,127139,816,161,27324,99827,5883,19641,119456,33194,8197,44
App,Gaming ,Context,248215,September,1093,23,53226,567,414433,3999,95,45110,369324,310,9313,378636,45420,8983,2
App,Gaming ,Context,519141,September,4417,52,35968,2700,417921,8563,47,48568,369353,4251,36065,405418,52818,1131,5
Phone,Gaming ,Context,347411,January,1761,29,44636,1005,429274,4561,64,138564,290710,837,0,290710,139401,1444,0
Desktop,Gaming ,Context,196607,October,1222,36,38156,710,444037,1882,196,78447,365590,5010,3072,368662,83458,194,4
Desktop,Gaming ,Context,25770,September,1258,107,27714,276,450041,0,0,90970,359071,0,3858,362929,90970,0,0
Phone,Gaming ,Context,364718,June,3613,32,73206,1174,478349,5269,76,82571,395778,2154,5776,401554,84725,13680,2
Desktop,Gaming ,Brand,454036,June,1129,21,9257,423,204845,5169,49,14695,190162,12,3070,193220,14695,103652,13
Desktop,Gaming ,Context,35118,August,1268,122,32555,429,536570,0,0,114660,421910,3450,7611,429521,118110,0,0
Phone,Gaming ,Context,338918,October,4523,42,91219,1415,538656,4623,99,95936,442720,1318,13525,456245,97254,4180,3
Desktop,Gaming ,Context,27231,November,1882,76,36008,207,546792,0,0,40548,506244,0,6792,513036,40548,0,0
App,Gaming ,Brand,43577,October,982,92,25253,361,232556,912,229,46521,186047,2442,9692,195727,48950,7566,25
Phone,Gaming ,Context,694743,September,5951,25,95351,1714,582844,4863,112,55181,527663,1040,17908,545571,56221,4606,4
Desktop,Scents ,Context,415,July,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
App,Gaming ,Brand,213349,June,1242,37,42914,551,287833,4491,63,65048,222797,1890,4234,227019,66925,15767,13
Desktop,Gaming ,Context,1950070,August,2749,10,53363,1959,609847,19873,25,120229,489619,3957,12319,501938,124186,21015,1
Desktop,Scents ,Browse,5108,July,0,4,7,2,3900,62,54,519,3382,0,0,3382,519,4658,0
Desktop,Scents ,Browse,16764,July,3,2,62,4,4257,209,18,535,3721,0,0,3721,535,2240,0
Phone,Gaming ,Brand,252094,October,3165,40,23560,708,321075,3861,89,30503,290584,687,5417,295989,31178,5314,14
Phone,Gaming ,Context,511629,October,3070,32,77125,1640,667035,6884,72,178737,488297,0,4278,492575,178737,565,1
Desktop,Gaming ,Context,421556,October,2783,26,59198,1082,712920,3841,165,91447,621473,4069,12540,634012,95516,21576,4
Desktop,Scents ,Brand,35446,July,30,2,77,6,4993,371,12,406,4587,0,0,4587,406,2482,0
Desktop,Gaming ,Context,778941,November,2571,18,55440,1421,802314,7835,88,135415,666898,3542,19809,686707,138957,978,3
Desktop,Gaming ,Context,1546403,June,3628,10,90121,1588,803334,16842,42,108612,694723,6240,12175,706898,114851,81318,1
Desktop,Gaming ,Context,218279,June,2887,22,64780,487,812879,2154,325,123499,689380,320,10007,699387,123819,31924,5
Phone,Gaming ,Context,2967355,August,6844,14,96167,4187,859093,43558,14,254664,604429,5699,14252,618681,260363,8244,0
Desktop,Gaming ,Context,1029868,September,4524,15,76545,1591,870686,9078,84,121980,748706,1844,13997,762703,123824,12724,2
Desktop,Gaming ,Context,236007,October,3330,28,70906,657,928938,2053,390,137104,791834,3473,9771,801605,140577,10244,6
Phone,Gaming ,Context,517267,October,5640,34,108613,1740,963326,6932,113,189505,773821,4494,8205,782026,193999,9667,2
Phone,Scents ,Brand,4283,July,6,12,259,5,6101,71,85,83,6018,0,0,6018,83,14749,0
Phone,Gaming ,Context,1965275,June,6813,14,131658,2789,1008192,29453,27,231728,776465,1435,13815,790279,233163,20499,1
Phone,Scents ,Brand,53033,July,38,7,1034,38,6284,876,6,1079,5205,0,0,5205,1079,152,0
Phone,Gaming ,Brand,943593,June,4325,26,33512,1300,445700,14538,40,42061,403651,642,9734,413373,42691,12781,13
Phone,Gaming ,Context,1941887,September,15349,21,175538,4008,1740992,21109,69,314138,1426854,3718,28355,1455210,317856,130127,2
Desktop,Scents ,Brand,21955,July,30,6,278,13,6567,270,24,0,6567,0,0,6567,0,7332,0
Phone,Gaming ,Context,720926,November,9387,53,185186,3814,1863293,9872,144,460714,1402579,5259,23722,1426301,465973,3607,3
Desktop,Scents ,Brand,8019,July,1,11,156,9,6687,87,62,1300,5387,0,0,5387,1300,2059,0
Phone,Scents ,Brand,26404,July,52,16,548,43,6824,426,16,0,6824,0,0,6824,0,3448,0
App,Gaming ,Context,5848,August,12,17,14,15,12,130,12,12,12,12,12,12,12,12,12
Desktop,Gaming ,Context,5502,September,14,14,33,13,12,38,12,12,12,12,12,12,12,12,12
App,Gaming ,Context,1015,August,12,22,17,13,12,33,12,12,12,12,12,12,12,12,12
App,Gaming ,Context,302,September,12,12,13,12,12,18,12,12,12,12,12,12,12,12,12
App,Gaming ,Context,1331,September,12,12,14,12,97,40,12,97,12,12,12,12,97,666,12
Desktop,Gaming ,Context,20674,August,13,12,61,13,135,104,13,12,135,12,12,135,12,18,12
Phone,Gaming ,Context,233082,August,16,21,69,228,304,3710,12,22,295,12,12,295,22,14,12
Phone,Gaming ,Context,65697,September,13,25,28,95,324,981,12,165,171,12,12,171,165,15,12
Phone,Gaming ,Context,35600,February,13,18,126,32,429,803,13,12,429,12,12,429,12,13,12
App,Gaming ,Context,9123,September,22,20,189,19,1566,198,18,477,1101,12,12,1101,477,109,12
Desktop,Gaming ,Context,29997,February,16,16,357,25,1712,472,14,912,812,12,12,812,912,20,12
Phone,Scents ,Brand,305779,July,414,14,3785,415,49177,4869,10,6409,42767,0,4085,46852,6409,8466,1
App,Gaming ,Context,32950,September,20,15,877,21,2748,645,15,585,2175,12,12,2175,585,1757,12
App,Gaming ,Context,15688,August,43,18,420,22,4232,322,25,72,4172,12,12,4172,72,291,12
App,Gaming ,Context,9210,September,36,12,657,12,5176,178,41,372,4817,12,12,4817,372,9696,12
Phone,Gaming ,Context,1948,October,31,12,495,12,5697,49,166,12,5697,12,12,5697,12,592,12
Desktop,Gaming ,Context,1408,October,24,12,340,12,8385,31,442,12,8385,12,12,8385,12,5631,12
App,Gaming ,Context,1619,October,40,12,996,12,8772,45,274,12,8772,12,12,8772,12,363,12
App,Gaming ,Context,116567,August,41,15,1990,48,9645,2279,16,1342,8315,12,12,8315,1342,49461,12
App,Gaming ,Context,17796,August,78,16,1969,19,11929,331,40,3006,8934,12,12,8934,3006,2364,12
App,Scents ,Brand,2491,July,56,64,2297,16,49461,47,755,17721,31741,0,3600,35341,17721,6354,77
App,Health Beauty,Browse,123197,October,0,12,71,151,0,1323,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,86793,October,0,14,53,124,0,1379,0,0,0,0,0,0,0,0,0
Phone,Scents ,Brand,109707,July,44,18,576,201,7791,1757,5,93,7697,0,600,8297,93,2628,0
Desktop,Scents ,Brand,201314,July,286,4,2873,76,51309,2524,18,4775,46534,0,0,46534,4775,217008,0
App,Health Beauty,Browse,45948,October,1,9,24,42,0,747,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,41895,April,0,6,6,26,0,451,0,0,0,0,0,0,0,0,0
App,Scents ,Brand,3762,July,76,3,3321,1,55810,62,787,6908,48902,0,0,48902,6908,12554,0
Desktop,Scents ,Brand,47700,July,13,1,237,5,8166,544,15,0,8166,0,0,8166,0,2062,0
Desktop,Scents ,Brand,54058,July,53,8,353,45,8298,709,12,100,8198,0,0,8198,100,52993,0
App,Health Beauty,Browse,32865,April,0,11,19,36,0,537,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,31640,October,0,13,0,40,0,508,0,0,0,0,0,0,0,0,0
Desktop,Scents ,Brand,67829,July,29,3,747,23,8880,710,13,0,8880,0,0,8880,0,343,0
App,Health Beauty,Intended,22866,April,0,11,0,25,0,374,0,0,0,0,0,0,0,0,0
Desktop,Scents ,Brand,14068,July,160,12,2212,17,63988,171,355,7431,56557,0,4100,60657,7431,10436,24
Phone,Scents ,Brand,12887,July,257,43,5929,55,77955,217,327,11973,65983,0,5084,71067,11973,4301,23
App,Health Beauty,Browse,19352,June,0,20,30,39,0,296,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,15639,October,0,2,0,3,0,201,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,14269,April,0,1,0,1,0,171,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,11854,October,0,13,2,15,0,179,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,9753,April,0,7,0,7,0,151,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,9432,February,0,4,0,4,0,169,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,8994,April,0,10,6,9,0,152,0,0,0,0,0,0,0,0,0
App,Health Beauty,Browse,8446,April,0,0,1,0,0,98,0,0,0,0,0,0,0,0,0
Desktop,Scents ,Intended,11626,July,5,15,564,18,15404,151,90,1762,13642,0,0,13642,1762,31539,0
App,Health Beauty,Browse,8136,October,0,1,3,1,0,99,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,7504,August,5,0,0,0,0,93,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,6022,June,0,2,1,1,0,74,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,6001,September,0,5,2,3,0,85,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,5113,June,0,4,2,2,0,80,0,0,0,0,0,0,0,0,0
Phone,Scents ,Context,30246,July,2,20,84,61,41,488,0,0,41,0,0,41,0,34,0
Phone,Gaming ,Context,8302,April,37,16,641,15,17293,12,12,679,16626,12,812,17426,679,12,12
Phone,Gaming ,Context,31168,April,74,19,1721,33,19044,12,12,837,18219,12,1130,19337,837,12,12
App,Health Beauty,Browse,3581,June,0,3,3,1,0,45,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,2533,August,0,8,0,2,0,40,0,0,0,0,0,0,0,0,0
Phone,Scents ,Context,45316,July,1,8,26,38,50,718,0,0,50,0,0,50,0,138,0
Phone,Scents ,Brand,33857,July,28,24,686,82,19704,553,21,8638,11066,520,310,11376,9158,43849,2
Phone,Scents ,Context,52193,July,2,21,38,112,55,829,0,0,55,0,220,275,0,7,0
Desktop,Gaming ,Context,16736,April,28,16,646,19,22868,12,12,4873,18007,12,12,18007,4873,12,12
Desktop,Scents ,Brand,57846,July,867,5,22492,31,445473,709,606,15251,430223,0,0,430223,15251,36894,0
App,Health Beauty,Intended,1116,September,0,0,4,0,0,16,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,484,September,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,315,August,0,0,1,0,0,5,0,0,0,0,0,0,0,0,0
App,Health Beauty,Intended,311,September,0,32,1,1,0,5,0,0,0,0,0,0,0,0,0
Desktop,Gaming ,Context,17555,April,50,13,1007,14,26161,12,12,3191,22983,12,12,22983,3191,12,12
Phone,Gaming ,Context,272245,September,347,27,2498,408,39239,4130,21,4124,35127,12,1300,36415,4124,3784,12
Phone,Gaming ,Context,468758,August,552,24,4225,566,48553,7131,18,4267,44299,72,612,44899,4327,4776,12
Phone,Scents ,Context,8389,July,1,11,16,9,83,139,1,0,83,0,0,83,0,8,0
Desktop,Gaming ,Context,26337,September,762,14,27670,16,55679,316,176,5998,49693,12,12,49693,5998,94480,12
Desktop,Gaming ,Context,527379,September,505,21,10294,500,56949,6417,20,6061,50901,12,1912,52801,6061,4182,12
App,Health Beauty,Intended,24293,February,0,7,4,17,4,384,0,0,4,0,0,4,0,0,0
App,Health Beauty,Brand,346,April,0,0,4,0,5,0,0,5,0,0,0,0,5,0,0
App,Health Beauty,Brand,79407,February,1,13,12,103,7,1309,0,0,7,0,0,7,0,0,0
App,Health Beauty,Intended,155,October,0,0,3,0,13,0,0,0,13,0,0,13,0,0,0
App,Health Beauty,Browse,700,April,1,57,3,4,14,0,0,0,14,0,0,14,0,0,0
App,Health Beauty,Brand,333,April,0,0,7,0,15,0,0,0,15,0,0,15,0,0,0
App,Health Beauty,Brand,438,April,1,0,12,0,17,0,0,0,17,0,0,17,0,0,0
App,Health Beauty,Intended,131291,June,2,8,8,105,20,2102,0,0,20,0,0,20,0,0,0
App,Health Beauty,Browse,418,April,0,0,16,0,24,0,0,0,24,0,0,24,0,0,0
Desktop,Gaming ,Context,45357,August,1157,14,31569,23,79951,554,144,8194,71768,12,12,71768,8194,153104,12
App,Health Beauty,Brand,205948,June,2,12,92,247,39,3196,0,0,39,0,590,629,0,3,0
App,Health Beauty,Intended,10581,June,0,0,2,0,40,115,0,0,40,0,0,40,0,1087,0
Desktop,Gaming ,Context,25698,April,151,14,3522,18,94790,324,301,4684,90118,12,12,90118,4684,82581,12
Desktop,Gaming ,Context,115720,March,189,15,3429,43,100236,1304,84,7539,92708,912,912,93608,8439,123368,13
App,Health Beauty,Brand,82894,February,0,13,15,109,63,1365,0,0,63,0,0,63,0,1,0
App,Health Beauty,Browse,27313,February,8,23,41,64,65,462,0,0,65,0,0,65,0,27,0
App,Health Beauty,Browse,712,September,2,14,14,1,68,9,7,0,68,0,0,68,0,212,0
App,Health Beauty,Intended,128115,March,1,13,42,164,70,2058,0,52,18,0,0,18,52,3,0
Desktop,Gaming ,Context,54940,April,273,16,4579,33,103767,709,152,6094,97685,12,12,97685,6094,30659,12
Phone,Gaming ,Context,52286,April,372,15,8214,30,126626,752,160,16983,109655,12,12,109655,16983,7803,12
App,Health Beauty,Intended,34051,February,0,5,24,17,72,412,0,19,53,0,0,53,19,132,0
Desktop,Gaming ,Context,1272666,August,1361,18,17332,773,133567,15227,20,12473,121106,57,1012,122106,12518,-9490,12
App,Health Beauty,Intended,53926,June,2,10,19,52,75,849,0,0,75,0,0,75,0,13,0
App,Health Beauty,Intended,14657,June,0,4,2,6,75,188,0,0,75,0,0,75,0,99,0
App,Health Beauty,Intended,29151,February,0,6,12,17,76,376,0,0,76,0,0,76,0,101,0
App,Health Beauty,Intended,189,August,1,0,2,0,90,3,27,0,90,0,0,90,0,214,0
App,Health Beauty,Brand,69333,February,5,6,20,42,91,881,0,0,91,0,0,91,0,4,0
App,Health Beauty,Intended,4769,October,0,2,2,1,102,0,0,40,62,40,0,62,80,0,0
App,Health Beauty,Browse,13524,February,0,3,0,4,120,156,1,0,120,0,0,120,0,35,0
App,Health Beauty,Intended,11913,April,1,9,8,11,120,149,1,0,120,0,0,120,0,124,0
App,Health Beauty,Browse,42829,October,2,12,16,50,125,672,0,0,125,0,0,125,0,19,0
Phone,Gaming ,Context,86814,September,2280,29,32295,158,142929,1337,108,18589,124352,342,2296,126636,18919,33756,14
Desktop,Scents ,Brand,48091,July,19,6,398,28,26182,691,30,5815,20367,0,260,20627,5815,23635,0
App,Health Beauty,Intended,30330,April,1,5,23,15,187,336,1,0,187,0,0,187,0,50,0
App,Health Beauty,Intended,22552,June,1,3,10,7,200,298,1,0,200,0,0,200,0,37,0
App,Health Beauty,Brand,18336,September,0,26,54,47,220,382,0,49,170,247,0,170,297,9,1
App,Health Beauty,Intended,31633,February,1,13,19,42,223,526,0,94,129,0,0,129,94,137,0
App,Health Beauty,Brand,66617,February,2,4,15,27,236,855,0,0,236,0,0,236,0,30,0
App,Health Beauty,Intended,103373,March,5,4,68,45,245,1300,0,23,222,0,0,222,23,50,0
App,Health Beauty,Browse,379586,June,8,12,71,444,257,6027,0,0,257,0,70,327,0,12,0
Phone,Gaming ,Context,106572,August,2896,30,38859,199,158034,1604,100,19115,138931,312,878,139797,19415,47105,13
Desktop,Gaming ,Context,56833,March,318,15,9246,31,184187,698,249,24563,159636,12,2762,162386,24563,403813,16
Phone,Scents ,Brand,152329,July,2434,9,56911,134,531342,2624,186,46597,484745,0,4150,488895,46597,7407,2
App,Health Beauty,Browse,31504,June,3,9,32,27,285,417,1,20,265,0,0,265,20,201,0
Desktop,Scents ,Context,16258,July,1,6,12,9,104,122,1,5,99,0,0,99,5,97,0
Desktop,Gaming ,Context,41231,June,512,15,12998,26,280207,530,533,11972,268247,12,1435,269670,11972,280112,15
Desktop,Gaming ,Context,325041,February,508,16,8832,127,333256,3677,99,14354,318914,12,12,318914,14354,58112,12
App,Health Beauty,Brand,23712,August,2,40,35,94,338,492,1,16,322,0,0,322,16,11,0
App,Health Beauty,Intended,52407,June,2,9,33,46,350,810,0,0,350,0,0,350,0,31,0
App,Health Beauty,Browse,81483,June,7,14,52,113,351,1288,0,0,351,0,0,351,0,46,0
App,Gaming ,Context,73775,September,2089,18,71452,53,354963,1402,202,90261,264714,362,20,264722,90611,69029,12
App,Health Beauty,Brand,21401,February,6,18,57,38,356,351,1,179,177,0,0,177,179,39,0
App,Health Beauty,Browse,29358,October,6,12,51,34,361,463,1,0,361,0,0,361,0,41,0
App,Health Beauty,Browse,171036,March,9,3,111,48,372,2045,0,70,302,0,0,302,70,73,0
App,Health Beauty,Browse,31965,February,4,9,140,30,380,421,1,1,379,0,0,379,1,189,0
App,Health Beauty,Brand,313656,March,12,14,248,448,384,5000,0,28,356,0,199,555,28,16,0
App,Scents ,Brand,4694,July,131,40,4640,19,31111,89,283,7082,24029,0,1215,25244,7082,10585,14
App,Health Beauty,Browse,5591,October,0,4,1,2,399,66,6,0,399,0,0,399,0,0,0
Phone,Gaming ,Context,73205,June,979,20,26261,69,385715,1149,321,35563,350164,12,962,351114,35563,300097,13
App,Health Beauty,Intended,5501,August,4,0,10,0,450,67,7,0,450,0,0,450,0,11934,0
Desktop,Gaming ,Context,61972,February,620,15,12807,31,405183,681,558,41118,364076,12,1212,365276,41118,327612,14
Phone,Gaming ,Context,1406997,March,990,21,25117,1223,418162,22702,28,62888,355286,12,5562,360836,62888,22142,12
App,Health Beauty,Browse,158946,March,18,10,54,156,537,2534,0,0,537,0,0,537,0,79,0
App,Health Beauty,Intended,45681,March,3,22,121,99,561,729,1,0,561,0,0,561,0,6,0
